
AÑO		MES		INGRESOS	GASTOS		SALDO
2012	Abril	 1.695,00 € 	 1.545,00 € 	 150,00 € 
2012	Mayo	 2.420,00 € 	 1.975,00 € 	 445,00 € 
2012	Junio	 3.480,00 € 	 1.840,00 € 	 1.640,00 € 
2012	Julio	 1.720,00 € 	 1.920,00 € 	-200,00 € 
2012	Agosto	 1.725,00 € 	 2.725,00 € 	-1.000,00 € 
2012	Septiembre	 1.700,00 € 	 2.070,00 € 	-370,00 € 
2012	Octubre	 1.685,00 € 	 1.515,00 € 	 170,00 € 
2012	Noviembre	 1.700,00 € 	 1.700,00 € 	 -   € 
2012	Diciembre	 3.460,00 € 	 2.365,00 € 	 1.095,00 € 
2013	Enero	 1.685,00 € 	 1.450,00 € 	 235,00 € 
2013	Febrero	 1.720,00 € 	 11.000,00 € 	-9.280,00 € 
2013	Marzo	 1.700,00 € 	 1.840,00 € 	-140,00 € 
2013	Abril	 1.700,00 € 	 1.595,00 € 	 105,00 € 
2013	Mayo	 1.725,00 € 	 1.640,00 € 	 85,00 € 
2013	Junio	 3.550,00 € 	 1.480,00 € 	 2.070,00 € 
2013	Julio	 1.745,00 € 	 2.035,00 € 	-290,00 € 
2013	Agosto	 1.750,00 € 	 1.750,00 € 	 -   € 
2013	Septiembre	 1.825,00 € 	 1.760,00 € 	 65,00 € 
2013	Octubre	 1.725,00 € 	 1.700,00 € 	 25,00 € 
2013	Noviembre	 4.100,00 € 	 1.770,00 € 	 2.330,00 € 
2013	Diciembre	 2.650,00 € 	 2.115,00 € 	 535,00 € 
2014	Enero	 2.725,00 € 	 1.450,00 € 	 1.275,00 € 
2014	Febrero	 2.175,00 € 	 1.445,00 € 	 730,00 € 
2014	Marzo	 2.275,00 € 	 3.845,00 € 	-1.570,00 € 
2014	Abril	 2.275,00 € 	 1.515,00 € 	 760,00 € 
2014	Mayo	 2.275,00 € 	 1.800,00 € 	 475,00 € 
2014	Junio	 2.060,00 € 	 2.335,00 € 	-275,00 € 
2014	Julio	 2.060,00 € 	 3.280,00 € 	-1.220,00 € 
2014	Agosto	 2.125,00 € 	 2.055,00 € 	 70,00 € 
2014	Septiembre	 2.130,00 € 	 2.040,00 € 	 90,00 € 
2014	Octubre	 1.995,00 € 	 1.610,00 € 	 385,00 € 
2014	Noviembre	 2.080,00 € 	 8.715,00 € 	-6.635,00 € 
2014	Diciembre	 3.690,00 € 	 3.000,00 € 	 690,00 € 
2015	Enero	 2.265,00 € 	 1.385,00 € 	 880,00 € 
2015	Febrero	 2.250,00 € 	 2.360,00 € 	-110,00 € 
2015	Marzo	 2.245,00 € 	 1.580,00 € 	 665,00 € 
2015	Abril	 2.245,00 € 	 2.070,00 € 	 175,00 € 
2015	Mayo	 2.340,00 € 	 1.590,00 € 	 750,00 € 
2015	Junio	 2.330,00 € 	 2.180,00 € 	 150,00 € 
2015	Julio	 2.335,00 € 	 1.915,00 € 	 420,00 € 
2015	Agosto	 2.615,00 € 	 2.565,00 € 	 50,00 € 
2015	Septiembre	 3.350,00 € 	 1.985,00 € 	 1.365,00 € 
2015	Octubre	 2.585,00 € 	 1.740,00 € 	 845,00 € 
2015	Noviembre	 1.960,00 € 	 2.305,00 € 	-345,00 € 
2015	Diciembre	 2.515,00 € 	 2.515,00 € 	 -   € 
2016	Enero	 1.950,00 € 	 1.820,00 € 	 130,00 € 
2016	Febrero	 1.865,00 € 	 2.095,00 € 	-230,00 € 
2016	Marzo	 1.865,00 € 	 1.650,00 € 	 215,00 € 
2016	Abril	 2.625,00 € 	 4.000,00 € 	-1.375,00 € 
2016	Mayo	 1.900,00 € 	 1.750,00 € 	 150,00 € 
2016	Junio	 2.745,00 € 	 12.230,00 € 	-9.485,00 € 
2016	Julio	 3.885,00 € 	 1.720,00 € 	 2.165,00 € 
2016	Agosto	 2.300,00 € 	 2.300,00 € 	 -   € 
2016	Septiembre	 2.115,00 € 	 1.635,00 € 	 480,00 € 
2016	Octubre	 4.330,00 € 	 2.000,00 € 	 2.330,00 € 
2016	Noviembre	 1.935,00 € 	 1.865,00 € 	 70,00 € 
2016	Diciembre	 4.080,00 € 	 3.010,00 € 	 1.070,00 € 
2017	Enero	 2.075,00 € 	 1.835,00 € 	 240,00 € 
2017	Febrero	 1.905,00 € 	 1.835,00 € 	 70,00 € 
2017	Marzo	 1.915,00 € 	 1.800,00 € 	 115,00 € 
2017	Abril	 3.065,00 € 	 2.495,00 € 	 570,00 € 
2017	Mayo	 1.940,00 € 	 3.685,00 € 	-1.745,00 € 
2017	Junio	 1.940,00 € 	 2.175,00 € 	-235,00 € 
2017	Julio	 4.145,00 € 	 2.275,00 € 	 1.870,00 €
2017	Agosto	 1.900,00 € 	 2.100,00 € 	-200,00 € 
2017	Septiembre	 2.090,00 € 	 1.980,00 € 	 110,00 € 
2017	Octubre	 4.115,00 € 	 2.115,00 € 	 2.000,00 € 
2017	Noviembre	 1.925,00 € 	 2.330,00 € 	-405,00 € 
2017	Diciembre	 4.115,00 € 	 3.115,00 € 	 1.000,00 € 
2018	Enero	 1.925,00 € 	 1.925,00 € 	 -   € 
2018	Febrero	 1.825,00 € 	 2.335,00 € 	-510,00 € 
2018	Marzo	 1.945,00 € 	 2.335,00 € 	-390,00 € 
2018	Abril	 3.160,00 € 	 2.755,00 € 	 405,00 € 
2018	Mayo	 1.950,00 € 	 2.115,00 € 	-165,00 € 
2018	Junio	 2.230,00 € 	 4.095,00 € 	-1.865,00 € 
2018	Julio	 4.200,00 € 	 2.180,00 € 	 2.020,00 € 
2018	Agosto	 1.950,00 € 	 4.555,00 € 	-2.605,00 € 
2018	Septiembre	 2.125,00 € 	 2.080,00 € 	 45,00 € 
2018	Octubre	 4.315,00 € 	 3.305,00 € 	 1.010,00 € 
2018	Noviembre	 1.960,00 € 	 1.950,00 € 	 10,00 € 
2018	Diciembre	 4.175,00 € 	 4.505,00 € 	-330,00 € 
2019	Enero	 1.950,00 € 	 3.905,00 € 	-1.955,00 € 
2019	Febrero	 1.850,00 € 	 1.595,00 € 	 255,00 € 
2019	Marzo	 2.000,00 € 	 1.950,00 € 	 50,00 € 
2019	Abril	 3.105,00 € 	 2.275,00 € 	 830,00 € 
2019	Mayo	 1.950,00 € 	 1.816,00 € 	 134,00 € 
2019	Junio	 1.955,00 € 	 1.805,00 € 	 150,00 € 
2019	Julio	 4.250,00 € 	 2.875,00 € 	 1.375,00 € 
2019	Agosto	 1.960,00 € 	 2.940,00 € 	-980,00 € 
2019	Septiembre	 2.130,00 € 	 2.130,00 € 	 -   € 
2019	Octubre	 4.250,00 € 	 2.685,00 € 	 1.565,00 € 
2019	Noviembre	 1.930,00 € 	 1.830,00 € 	 100,00 € 
2019	Diciembre	 4.245,00 € 	 3.295,00 € 	 950,00 € 
2020	Enero	 2.025,00 € 	 2.020,00 € 	 5,00 € 
2020	Febrero	 1.945,00 € 	 1.895,00 € 	 50,00 € 
2020	Marzo	 1.945,00 € 	 1.735,00 € 	 210,00 € 
2020	Abril	 3.275,00 € 	 1.745,00 € 	 1.530,00 € 
2020	Mayo	 1.995,00 € 	 1.515,00 € 	 480,00 € 
2020	Junio	 2.000,00 € 	 1.865,00 € 	 135,00 € 
2020	Julio	 4.345,00 € 	 4.605,00 € 	-260,00 € 
2020	Agosto	 2.005,00 € 	 2.300,00 € 	-295,00 € 
2020	Septiembre	 2.175,00 € 	 1.995,00 € 	 180,00 € 
2020	Octubre	 4.275,00 € 	 2.540,00 € 	 1.735,00 € 
2020	Noviembre	 1.960,00 € 	 1.755,00 € 	205,00 € 
2020	Diciembre	 4.300,00 € 	 3.725,00 € 	575,00 €
2021	Enero	 6.810,00 € 	 2.825,00 € 	4.725,00 €
2021	Febrero	 1.980,00 € 	 1.665,00 € 	315,00 € 
2021	Marzo	 1.980,00 € 	 1.730,00 € 	250,00 €
2021	Abril	 4.150,00 € 	 2.690,00 € 	 1.460,00 €
2021	Mayo	 1.925,00 € 	 1.965,00 € 	 -40,00 €
2021	Junio	 1.925,00 € 	 1.955,00 € 	 -30,00 €
2021	Julio	 4.340,00 € 	 3.955,00 € 	 385,00 €
2021	Agosto	 2.865,00 € 	 3.010,00 € 	 -145,00 €
2021	Septiembre	 1.920,00 € 	 3.770,00 € 	 -1850,00 €
2021	Octubre	 4.110,00 € 	 2.800,00 € 	 1310,00 €
2021	Noviembre	 1.900,00 € 	 2.020,00 € 	 -120,00 €
2021	Diciembre	 1.900,00 € 	 3.370,00 € 	 -1.470,00 €
2022	Enero	 4.085,00 € 	 4.045,00 € 	 40,00 € 
2022	Febrero	 1.885,00 € 	 6.470,00 € 	-4.585,00 € 
2022	Marzo	 1.890,00 € 	 1.880,00 € 	 10,00 € 
2022	Abril	 9.225,00 € 	 2.155,00 € 	 7.070,00 € 
2022	Mayo	 2.400,00 € 	 2.451,00 € 	-51,00 € 
2022	Junio	 1.845,00 € 	 2.065,00 € 	-220,00 € 
2022	Julio	 4.025,00 € 	 3.040,00 € 	 985,00 € 
2022	Agosto	 2.525,00 € 	 4.015,00 € 	-1.490,00 € 
2022	Septiembre	 1.880,00 € 	 4.700,00 € 	-2.820,00 € 
2022	Octubre	 3.980,00 € 	 3.545,00 € 	 435,00 € 
2022	Noviembre	 1.800,00 € 	 2.165,00 € 	-365,00 € 
2022	Diciembre	 1.790,00 € 	 2.140,00 € 	-350,00 € 
2023	Enero	 3.900,00 € 	 3.500,00 € 	 400,00 € 
2023	Febrero	 1.790,00 € 	 10.430,00 € 	-8.640,00 € 
2023	Marzo	 1.770,00 € 	 1.825,00 € 	-55,00 € 
2023	Abril	 9.700,00 € 	 6.045,00 € 	 3.655,00 € 
2023	Mayo	 1.830,00 € 	 2.730,00 € 	-900,00 € 
2023	Junio	 1.840,00 € 	 2.770,00 € 	-930,00 € 
2023	Julio	 4.095,00 € 	 3.575,00 € 	 520,00 €
2023	Agosto	 2.915,00 € 	 3.120,00 € 	-205,00 € 
2023	Septiembre	 1.955,00 € 	 2.060,00 € 	-105,00 € 
2023	Octubre	 4.235,00 € 	 4.420,00 € 	-185,00 € 
2023	Noviembre	 1.975,00 € 	 2.690,00 € 	-715,00 € 
2023	Diciembre	 1.975,00 € 	 3.275,00 € 	-1.300,00 € 
2024	Enero	 4.300,00 € 	 4.335,00 € 	-35,00 € 
2024	Febrero	 1.985,00 € 	 3.365,00 € 	-1.380,00 € 
2024	Marzo	 2.225,00 € 	 3.450,00 € 	-1.225,00 € 
2024	Abril	 11.840,00 € 	 6.925,00 € 	 4.915,00 € 
2024	Mayo	 1.885,00 € 	 2.325,00 € 	-440,00 € 
2024	Junio	 1.870,00 € 	 3.930,00 € 	-2.060,00 € 
2024	Julio	 4.250,00 € 	 4.330,00 € 	-80,00 €
2024	Agosto	 1.900,00 € 	 4.870,00 € 	-2.970,00 € 
2024	Septiembre	 2.120,00 € 	 2.060,00 € 	 60,00 € 
2024	Octubre	 4.660,00 € 	 3.400,00 € 	 1.260,00 € 
2024	Noviembre	 5.240,00 € 	 5.200,00 € 	 40,00 € 
2024	Diciembre	 1.875,00 € 	 4.518,00 € 	-2.643,00 € 
2025	Enero	 4.440,00 € 	 4.510,00 € 	-70,00 € 
2025	Febrero	 3.835,00 € 	 3.795,00 € 	 40,00 € 
2025	Marzo	 2.785,00 € 	 3.876,00 € 	-1.091,00 € 
2025	Abril	 12.200,00 € 	 6.665,00 € 	 5.535,00 € 
2025	Mayo	 3.070,00 € 	 3.765,00 € 	-695,00 € 
2025	Junio	 2.780,00 € 	 3.865,00 € 	-1.085,00 € 
2025	Julio	 2.755,00 € 	 3.575,00 € 	-820,00 € 
2025	Agosto	 2.795,00 € 	 3.775,00 € 	-980,00 € 
2025	Septiembre	 2.795,00 € 	 3.640,00 € 	-845,00 € 
2025	Octubre	 2.920,00 € 	 3.395,00 € 	-475,00 € 
2025	Noviembre	 2.900,00 € 	 4.050,00 € 	-1.150,00 € 
2025	Diciembre	 2.925,00 € 	 3.675,00 € 	-750,00 €     
2026	Enero	2.895,00 €	3.615,00 €	-720,00 €
2026	Febrero	2.945,00 €	3.680,00 €	-735,00 €
